Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g)
50:31.9,G:\WIT00021.TXT,43:36.0,-0.483,0.982,-0.091
50:31.9,G:\WIT00021.TXT,43:36.1,-0.414,0.77,-0.79
50:31.9,G:\WIT00021.TXT,43:36.1,-0.464,1.171,-0.383
50:31.9,G:\WIT00021.TXT,43:36.2,-0.261,1.262,-0.497
50:31.9,G:\WIT00021.TXT,43:36.2,-0.301,0.793,-0.222
50:31.9,G:\WIT00021.TXT,43:36.3,-0.247,0.952,-0.301
50:31.9,G:\WIT00021.TXT,43:36.4,-0.174,0.939,-0.353
50:31.9,G:\WIT00021.TXT,43:36.4,-0.109,0.95,-0.324
50:31.9,G:\WIT00021.TXT,43:36.5,-0.012,0.948,-0.208
50:31.9,G:\WIT00021.TXT,43:36.6,0.007,1.267,-0.282
50:31.9,G:\WIT00021.TXT,43:36.6,-0.208,1.341,-0.361
50:31.9,G:\WIT00021.TXT,43:36.7,-0.248,1.553,-0.254
50:31.9,G:\WIT00021.TXT,43:36.8,-0.202,1.117,-0.204
50:31.9,G:\WIT00021.TXT,43:36.8,-0.181,0.893,-0.231
50:31.9,G:\WIT00021.TXT,43:36.9,-0.274,0.984,-0.081
50:31.9,G:\WIT00021.TXT,43:37.0,-0.239,0.956,-0.197
50:31.9,G:\WIT00021.TXT,43:37.0,-0.233,0.914,-0.432
50:31.9,G:\WIT00021.TXT,43:37.1,-0.152,0.958,-0.217
50:31.9,G:\WIT00021.TXT,43:37.2,-0.162,0.516,-0.214
50:31.9,G:\WIT00021.TXT,43:37.2,-0.171,0.533,-0.318
50:31.9,G:\WIT00021.TXT,43:37.3,-0.251,0.972,-0.04
50:31.9,G:\WIT00021.TXT,43:37.4,-0.189,0.939,-0.329
50:31.9,G:\WIT00021.TXT,43:37.4,-0.136,0.956,-0.596
50:31.9,G:\WIT00021.TXT,43:37.5,-0.153,0.884,-0.406
50:31.9,G:\WIT00021.TXT,43:37.5,-0.162,0.982,-0.193
50:31.9,G:\WIT00021.TXT,43:37.6,-0.139,0.946,-0.316
50:31.9,G:\WIT00021.TXT,43:37.7,-0.088,0.917,-0.363
50:31.9,G:\WIT00021.TXT,43:37.7,-0.134,0.928,-0.217
50:31.9,G:\WIT00021.TXT,43:37.8,-0.201,1.098,-0.232
50:31.9,G:\WIT00021.TXT,43:37.9,-0.195,0.94,-0.077
50:31.9,G:\WIT00021.TXT,43:37.9,-0.185,0.918,-0.518
50:31.9,G:\WIT00021.TXT,43:38.0,-0.19,0.909,-0.534
50:31.9,G:\WIT00021.TXT,43:38.1,-0.182,0.944,-0.294
50:31.9,G:\WIT00021.TXT,43:38.1,-0.149,0.923,-0.315
50:31.9,G:\WIT00021.TXT,43:38.2,-0.137,0.944,-0.283
50:31.9,G:\WIT00021.TXT,43:38.3,-0.139,0.936,-0.292
50:31.9,G:\WIT00021.TXT,43:38.3,-0.214,1.099,-0.616
50:31.9,G:\WIT00021.TXT,43:38.4,-0.163,0.883,-0.499
50:31.9,G:\WIT00021.TXT,43:38.5,-0.187,0.978,-0.269
50:31.9,G:\WIT00021.TXT,43:38.5,-0.173,0.968,-0.224
50:31.9,G:\WIT00021.TXT,43:38.6,-0.168,0.927,-0.415
50:31.9,G:\WIT00021.TXT,43:38.7,-0.159,0.953,-0.306
50:31.9,G:\WIT00021.TXT,43:38.7,-0.12,0.968,-0.235
50:31.9,G:\WIT00021.TXT,43:38.8,-0.091,0.945,-0.359
50:31.9,G:\WIT00021.TXT,43:38.8,-0.201,0.979,-0.213
50:31.9,G:\WIT00021.TXT,43:38.9,-0.067,1.221,-0.583
50:31.9,G:\WIT00021.TXT,43:39.0,-0.22,1.489,-0.49
50:31.9,G:\WIT00021.TXT,43:39.0,-0.231,1.399,-0.314
50:31.9,G:\WIT00021.TXT,43:39.1,-0.18,1.024,-0.224
50:31.9,G:\WIT00021.TXT,43:39.2,-0.147,0.968,-0.38
50:31.9,G:\WIT00021.TXT,43:39.2,-0.229,0.908,-0.269
50:31.9,G:\WIT00021.TXT,43:39.3,-0.185,0.98,-0.117
50:31.9,G:\WIT00021.TXT,43:39.4,-0.137,0.941,-0.441
50:31.9,G:\WIT00021.TXT,43:39.4,-0.134,0.926,-0.483
50:31.9,G:\WIT00021.TXT,43:39.5,-0.179,0.87,-0.431
50:31.9,G:\WIT00021.TXT,43:39.6,-0.211,1.003,-0.289
50:31.9,G:\WIT00021.TXT,43:39.6,-0.214,0.905,-0.423
50:31.9,G:\WIT00021.TXT,43:39.7,-0.195,0.911,-0.469
50:31.9,G:\WIT00021.TXT,43:39.8,-0.179,0.9,-0.448
50:31.9,G:\WIT00021.TXT,43:39.8,-0.178,0.934,-0.348
50:31.9,G:\WIT00021.TXT,43:39.9,-0.169,0.934,-0.295
50:31.9,G:\WIT00021.TXT,43:40.0,-0.136,0.937,-0.347
50:31.9,G:\WIT00021.TXT,43:40.0,-0.231,0.949,-0.319
50:31.9,G:\WIT00021.TXT,43:40.1,-0.159,0.903,-0.454
50:31.9,G:\WIT00021.TXT,43:40.1,-0.195,1,-0.45
50:31.9,G:\WIT00021.TXT,43:40.2,-0.159,0.902,-0.49
50:31.9,G:\WIT00021.TXT,43:40.3,-0.153,0.931,-0.288
50:31.9,G:\WIT00021.TXT,43:40.3,-0.163,0.964,-0.187
50:31.9,G:\WIT00021.TXT,43:40.4,-0.133,0.934,-0.234
50:31.9,G:\WIT00021.TXT,43:40.5,-0.165,0.889,-0.265
50:31.9,G:\WIT00021.TXT,43:40.5,-0.024,0.952,-0.21
50:31.9,G:\WIT00021.TXT,43:40.6,0.683,0.51,-0.216
50:31.9,G:\WIT00021.TXT,43:40.7,0.483,-2.333,0.14
50:31.9,G:\WIT00021.TXT,43:40.7,-1.097,-0.039,-0.184
50:31.9,G:\WIT00021.TXT,43:40.8,-0.221,4.221,-8.793
50:31.9,G:\WIT00021.TXT,43:40.9,-0.03,0.502,-1.397
50:31.9,G:\WIT00021.TXT,43:40.9,-0.508,1.528,-0.456
50:31.9,G:\WIT00021.TXT,43:41.0,-0.761,2.281,0.887
50:31.9,G:\WIT00021.TXT,43:41.1,-0.757,2.536,0.063
50:31.9,G:\WIT00021.TXT,43:41.1,-0.338,2.776,-0.177
50:31.9,G:\WIT00021.TXT,43:41.2,-0.6,2.197,-1.051
50:31.9,G:\WIT00021.TXT,43:41.3,-0.145,1.56,-1.483
50:31.9,G:\WIT00021.TXT,43:41.3,0.047,-0.045,-0.318
50:31.9,G:\WIT00021.TXT,43:41.4,-1.188,0.127,-0.176
50:31.9,G:\WIT00021.TXT,43:41.4,-0.21,-1.806,-0.725
50:31.9,G:\WIT00021.TXT,43:41.5,-0.096,-0.177,-0.763
50:31.9,G:\WIT00021.TXT,43:41.6,-0.225,-0.016,-0.761
50:31.9,G:\WIT00021.TXT,43:41.6,-0.126,-0.129,-1.075
50:31.9,G:\WIT00021.TXT,43:41.7,-0.08,-0.347,-0.904
50:31.9,G:\WIT00021.TXT,43:41.8,-0.051,0.303,-0.839
50:31.9,G:\WIT00021.TXT,43:41.8,-0.027,0.115,-0.978
50:31.9,G:\WIT00021.TXT,43:41.9,0.032,0.278,-1.021
50:31.9,G:\WIT00021.TXT,43:42.0,0.002,0.497,-0.872
50:31.9,G:\WIT00021.TXT,43:42.0,-0.089,0.535,-1.063
50:31.9,G:\WIT00021.TXT,43:42.1,-0.187,0.64,-0.92
50:31.9,G:\WIT00021.TXT,43:42.2,-0.174,0.697,-0.631
50:31.9,G:\WIT00021.TXT,43:42.2,-0.133,0.663,-0.708
50:31.9,G:\WIT00021.TXT,43:42.3,-0.147,0.945,-0.784
50:31.9,G:\WIT00021.TXT,43:42.4,-0.143,0.748,-0.604
50:31.9,G:\WIT00021.TXT,43:42.4,-0.107,0.7,-0.875
50:31.9,G:\WIT00021.TXT,43:42.5,-0.086,0.645,-0.835
50:31.9,G:\WIT00021.TXT,43:42.6,-0.114,0.584,-0.808
50:31.9,G:\WIT00021.TXT,43:42.6,-0.253,0.225,-0.525
50:31.9,G:\WIT00021.TXT,43:42.7,0.073,4.043,-2.815
50:31.9,G:\WIT00021.TXT,43:42.7,0.053,-0.169,-0.371
50:31.9,G:\WIT00021.TXT,43:42.8,-0.322,-1.653,0.475
50:31.9,G:\WIT00021.TXT,43:42.9,-0.083,0.575,-0.927
50:31.9,G:\WIT00021.TXT,43:42.9,-0.108,0.031,-0.219
50:31.9,G:\WIT00021.TXT,43:43.0,-0.046,0.123,-1.467
50:31.9,G:\WIT00021.TXT,43:43.1,-0.116,0.132,-0.963
50:31.9,G:\WIT00021.TXT,43:43.1,-0.173,0.197,-0.984
50:31.9,G:\WIT00021.TXT,43:43.2,-0.083,0.452,-0.792
50:31.9,G:\WIT00021.TXT,43:43.3,-0.057,0.143,-1.216
50:31.9,G:\WIT00021.TXT,43:43.3,-0.055,0.424,-0.866
50:31.9,G:\WIT00021.TXT,43:43.4,-0.041,0.399,-0.923
50:31.9,G:\WIT00021.TXT,43:43.5,-0.123,0.502,-0.852
50:31.9,G:\WIT00021.TXT,43:43.5,-0.09,0.539,-0.831
50:31.9,G:\WIT00021.TXT,43:43.6,-0.072,0.6,-0.79
50:31.9,G:\WIT00021.TXT,43:43.7,-0.019,0.558,-0.824
50:31.9,G:\WIT00021.TXT,43:43.7,-0.085,0.45,-0.968
50:31.9,G:\WIT00021.TXT,43:43.8,-0.128,0.629,-0.781
50:31.9,G:\WIT00021.TXT,43:43.9,-0.089,0.568,-0.781
50:31.9,G:\WIT00021.TXT,43:43.9,-0.118,0.559,-0.811
50:31.9,G:\WIT00021.TXT,43:44.0,-0.125,0.552,-0.826
50:31.9,G:\WIT00021.TXT,43:44.0,-0.055,0.438,-0.85
50:31.9,G:\WIT00021.TXT,43:44.1,-0.042,0.473,-0.853
50:31.9,G:\WIT00021.TXT,43:44.2,-0.086,0.408,-0.86
50:31.9,G:\WIT00021.TXT,43:44.2,-0.08,0.398,-0.886
50:31.9,G:\WIT00021.TXT,43:44.3,0.203,0.359,-0.83
50:31.9,G:\WIT00021.TXT,43:44.4,0.617,0.099,-1.056
50:31.9,G:\WIT00021.TXT,43:44.4,-0.841,-4.54,-0.371
50:31.9,G:\WIT00021.TXT,43:44.5,0.07,3.656,-3.62
50:31.9,G:\WIT00021.TXT,43:44.6,-0.483,0.675,-0.059
50:31.9,G:\WIT00021.TXT,43:44.6,-0.11,3.153,-1.945
50:31.9,G:\WIT00021.TXT,43:44.7,-0.255,2.04,0.31
50:31.9,G:\WIT00021.TXT,43:44.8,-1.013,0.243,-0.933
50:31.9,G:\WIT00021.TXT,43:44.8,-0.188,-3.492,-5.226
50:31.9,G:\WIT00021.TXT,43:44.9,-0.618,-0.313,-1.707
50:31.9,G:\WIT00021.TXT,43:45.0,-0.508,-1.542,-1.258
50:31.9,G:\WIT00021.TXT,43:45.0,-0.538,-0.783,-2.792
50:31.9,G:\WIT00021.TXT,43:45.1,-0.602,0.164,-2.371
50:31.9,G:\WIT00021.TXT,43:45.2,-0.141,0.298,-2.38
50:31.9,G:\WIT00021.TXT,43:45.2,0,0.55,-1.437
50:31.9,G:\WIT00021.TXT,43:45.3,0.082,-0.254,0.013
50:31.9,G:\WIT00021.TXT,43:45.3,0.378,-4.061,2.315
50:31.9,G:\WIT00021.TXT,43:45.4,0.586,-1.485,2.358
50:31.9,G:\WIT00021.TXT,43:45.5,0.93,-2.483,0.049
50:31.9,G:\WIT00021.TXT,43:45.5,0.267,-2.761,0.934
50:31.9,G:\WIT00021.TXT,43:45.6,0.629,-0.523,0.169
50:31.9,G:\WIT00021.TXT,43:45.7,0.083,0.21,-0.048
50:31.9,G:\WIT00021.TXT,43:45.7,0.142,-0.023,-0.005
50:31.9,G:\WIT00021.TXT,43:45.8,1.122,0.237,-0.198
50:31.9,G:\WIT00021.TXT,43:45.9,2.213,0.199,-0.127
50:31.9,G:\WIT00021.TXT,43:45.9,0.552,1.374,-0.128
50:31.9,G:\WIT00021.TXT,43:46.0,0.361,3.866,-2.48
50:31.9,G:\WIT00021.TXT,43:46.1,0.304,3.886,-3.126
50:31.9,G:\WIT00021.TXT,43:46.1,0.51,3.563,-3.025
50:31.9,G:\WIT00021.TXT,43:46.2,-0.423,4.376,-3.585
50:31.9,G:\WIT00021.TXT,43:46.3,0.119,0.336,-0.741
50:31.9,G:\WIT00021.TXT,43:46.3,-0.543,2.215,1.037
50:31.9,G:\WIT00021.TXT,43:46.4,-0.398,1.544,1.462
50:31.9,G:\WIT00021.TXT,43:46.5,-0.555,2.067,0.494
50:31.9,G:\WIT00021.TXT,43:46.5,-0.342,2.312,-0.139
50:31.9,G:\WIT00021.TXT,43:46.6,-0.387,1.907,-0.656
50:31.9,G:\WIT00021.TXT,43:46.6,-0.346,1.789,-1.266
50:31.9,G:\WIT00021.TXT,43:46.7,-0.15,0.16,-0.683
50:31.9,G:\WIT00021.TXT,43:46.8,-0.118,-1.79,-2.407
50:31.9,G:\WIT00021.TXT,43:46.8,0.761,-4.12,-0.948
50:31.9,G:\WIT00021.TXT,43:46.9,-0.933,-0.464,-1.158
50:31.9,G:\WIT00021.TXT,43:47.0,-0.203,2.111,-1.105
50:31.9,G:\WIT00021.TXT,43:47.0,-0.164,0.231,-0.061
50:31.9,G:\WIT00021.TXT,43:47.1,-0.355,1.252,-2.744
50:31.9,G:\WIT00021.TXT,43:47.2,0.42,1.962,-2.128
50:31.9,G:\WIT00021.TXT,43:47.2,0.676,1.319,-1.681
50:31.9,G:\WIT00021.TXT,43:47.3,-0.692,0.583,-1.35
50:31.9,G:\WIT00021.TXT,43:47.4,-1.365,0.449,-1.419
50:31.9,G:\WIT00021.TXT,43:47.4,-0.8,0.36,-1.251
50:31.9,G:\WIT00021.TXT,43:47.5,0.761,-1.302,-1.661
50:31.9,G:\WIT00021.TXT,43:47.6,2.762,-1.23,-0.299
50:31.9,G:\WIT00021.TXT,43:47.6,-0.197,-0.387,-0.493
50:31.9,G:\WIT00021.TXT,43:47.7,-0.502,-0.669,-0.495
50:31.9,G:\WIT00021.TXT,43:47.8,-1.922,-0.208,-0.67
50:31.9,G:\WIT00021.TXT,43:47.8,-0.841,-0.688,-0.874
50:31.9,G:\WIT00021.TXT,43:47.9,-0.524,-0.941,0.33
50:31.9,G:\WIT00021.TXT,43:47.9,-0.66,-0.33,-0.54
50:31.9,G:\WIT00021.TXT,43:48.0,-0.203,0.379,-1.36
50:31.9,G:\WIT00021.TXT,43:48.1,-0.067,-0.079,-1.16
50:31.9,G:\WIT00021.TXT,43:48.1,-0.156,0.139,-1.035
50:31.9,G:\WIT00021.TXT,43:48.2,-0.363,0.251,-1.028
50:31.9,G:\WIT00021.TXT,43:48.3,-0.438,0.286,-0.971
50:31.9,G:\WIT00021.TXT,43:48.3,-0.396,0.321,-0.937
50:31.9,G:\WIT00021.TXT,43:48.4,-0.311,0.431,-0.851
50:31.9,G:\WIT00021.TXT,43:48.5,0.305,0.512,-0.833
50:31.9,G:\WIT00021.TXT,43:48.5,0.206,0.58,-1.071
50:31.9,G:\WIT00021.TXT,43:48.6,-0.06,0.78,-1.078
50:31.9,G:\WIT00021.TXT,43:48.7,0.805,-0.504,0.389
50:31.9,G:\WIT00021.TXT,43:48.7,0.387,3.012,0.625
50:31.9,G:\WIT00021.TXT,43:48.8,0.409,1.13,2.309
50:31.9,G:\WIT00021.TXT,43:48.9,0.198,1.401,2.527
50:31.9,G:\WIT00021.TXT,43:48.9,0.347,1.883,2.14
50:31.9,G:\WIT00021.TXT,43:49.0,-0.093,2.129,2.958
50:31.9,G:\WIT00021.TXT,43:49.1,-0.148,0.333,-0.175
50:31.9,G:\WIT00021.TXT,43:49.1,0.13,0.467,-2.534
50:31.9,G:\WIT00021.TXT,43:49.2,-0.493,0.33,-1.295
50:31.9,G:\WIT00021.TXT,43:49.2,0.096,2.438,0.021
50:31.9,G:\WIT00021.TXT,43:49.3,0.188,-0.431,-0.378
50:31.9,G:\WIT00021.TXT,43:49.4,-0.939,-0.321,-0.446
50:31.9,G:\WIT00021.TXT,43:49.4,-0.088,1.13,-0.587
50:31.9,G:\WIT00021.TXT,43:49.5,-0.239,0.235,-1.033
50:31.9,G:\WIT00021.TXT,43:49.6,-0.232,0.401,-0.869
50:31.9,G:\WIT00021.TXT,43:49.6,-0.137,0.457,-0.794
50:31.9,G:\WIT00021.TXT,43:49.7,-0.106,0.35,-1.024
50:31.9,G:\WIT00021.TXT,43:49.8,-0.119,0.43,-0.804
50:31.9,G:\WIT00021.TXT,43:49.8,-0.164,0.558,-0.84
50:31.9,G:\WIT00021.TXT,43:49.9,-0.179,0.458,-0.836
50:31.9,G:\WIT00021.TXT,43:50.0,-0.187,0.56,-0.916
50:31.9,G:\WIT00021.TXT,43:50.0,-0.126,0.554,-0.85
50:31.9,G:\WIT00021.TXT,43:50.1,-0.108,0.521,-0.842
50:31.9,G:\WIT00021.TXT,43:50.2,-0.099,0.518,-0.851
50:31.9,G:\WIT00021.TXT,43:50.2,-0.031,0.48,-0.706
50:31.9,G:\WIT00021.TXT,43:50.3,0.206,0.712,-0.78
50:31.9,G:\WIT00021.TXT,43:50.4,0.246,0.794,-1.131
50:31.9,G:\WIT00021.TXT,43:50.4,0.117,2.12,-3.586
50:31.9,G:\WIT00021.TXT,43:50.5,-0.887,0.673,-0.886
50:31.9,G:\WIT00021.TXT,43:50.5,-0.208,-1.703,1.471
50:31.9,G:\WIT00021.TXT,43:50.6,-0.855,0.717,-0.901
50:31.9,G:\WIT00021.TXT,43:50.7,-0.25,1.929,-2.793
50:31.9,G:\WIT00021.TXT,43:50.7,-0.161,0.249,-0.488
50:31.9,G:\WIT00021.TXT,43:50.8,-0.068,0.509,-0.668
50:31.9,G:\WIT00021.TXT,43:50.9,-0.06,0.724,-0.574
50:31.9,G:\WIT00021.TXT,43:50.9,-0.102,0.797,-0.564
50:31.9,G:\WIT00021.TXT,43:51.0,-0.135,0.781,-0.639
50:31.9,G:\WIT00021.TXT,43:51.1,-0.178,0.778,-0.637
50:31.9,G:\WIT00021.TXT,43:51.1,-0.188,0.831,-0.505
50:31.9,G:\WIT00021.TXT,43:51.2,-0.17,0.87,-0.733
50:31.9,G:\WIT00021.TXT,43:51.3,-0.106,0.388,-0.172
50:31.9,G:\WIT00021.TXT,43:51.3,-0.037,0.476,0.128
50:31.9,G:\WIT00021.TXT,43:51.4,-0.076,0.679,-0.871
50:31.9,G:\WIT00021.TXT,43:51.5,-0.047,0.893,-0.708
50:31.9,G:\WIT00021.TXT,43:51.5,-0.066,0.747,-0.543
50:31.9,G:\WIT00021.TXT,43:51.6,-0.068,0.716,-0.641
50:31.9,G:\WIT00021.TXT,43:51.7,-0.015,0.69,-0.703
50:31.9,G:\WIT00021.TXT,43:51.7,-0.089,0.7,-0.764
50:31.9,G:\WIT00021.TXT,43:51.8,0.15,0.762,-0.747
50:31.9,G:\WIT00021.TXT,43:51.8,0.082,1.49,-1.249
50:31.9,G:\WIT00021.TXT,43:51.9,0.28,-1.09,-0.674
50:31.9,G:\WIT00021.TXT,43:52.0,-0.052,-0.915,-1.337
50:31.9,G:\WIT00021.TXT,43:52.0,-0.027,-1.092,-2.261
50:31.9,G:\WIT00021.TXT,43:52.1,0.857,2.628,-0.12
50:31.9,G:\WIT00021.TXT,43:52.2,-0.257,-0.885,3.849
50:31.9,G:\WIT00021.TXT,43:52.2,-0.132,1.864,1.825
50:31.9,G:\WIT00021.TXT,43:52.3,-0.167,0.401,0.286
50:31.9,G:\WIT00021.TXT,43:52.4,-0.087,1.277,-1.211
50:31.9,G:\WIT00021.TXT,43:52.4,-0.304,0.294,-0.354
50:31.9,G:\WIT00021.TXT,43:52.5,-0.079,0.689,-1.01
50:31.9,G:\WIT00021.TXT,43:52.6,-0.267,0.719,-0.878
50:31.9,G:\WIT00021.TXT,43:52.6,-0.134,0.694,-0.795
50:31.9,G:\WIT00021.TXT,43:52.7,-0.035,0.534,-0.771
50:31.9,G:\WIT00021.TXT,43:52.8,-0.398,0.949,-0.795
50:31.9,G:\WIT00021.TXT,43:52.8,-0.282,1.982,-1.479
50:31.9,G:\WIT00021.TXT,43:52.9,-0.373,0.107,0.327
50:31.9,G:\WIT00021.TXT,43:53.0,-0.075,0.166,0.533
50:31.9,G:\WIT00021.TXT,43:53.0,-0.01,0.008,-0.236
50:31.9,G:\WIT00021.TXT,43:53.1,-0.127,-0.091,-0.341
50:31.9,G:\WIT00021.TXT,43:53.1,-0.054,1.021,-0.725
50:31.9,G:\WIT00021.TXT,43:53.2,0.588,0.455,-0.869
50:31.9,G:\WIT00021.TXT,43:53.3,0.314,2.054,-0.763
50:31.9,G:\WIT00021.TXT,43:53.3,-0.245,1.833,0.809
50:31.9,G:\WIT00021.TXT,43:53.4,-0.288,1.194,1.887
50:31.9,G:\WIT00021.TXT,43:53.5,-0.425,0.566,0.285
50:31.9,G:\WIT00021.TXT,43:53.5,0.627,0.255,-1.63
50:31.9,G:\WIT00021.TXT,43:53.6,0.567,-0.809,0.324
50:31.9,G:\WIT00021.TXT,43:53.7,-0.263,-0.162,0.269
50:31.9,G:\WIT00021.TXT,43:53.7,-0.412,0.203,-0.583
50:31.9,G:\WIT00021.TXT,43:53.8,0.176,-1.983,-1.747
50:31.9,G:\WIT00021.TXT,43:53.9,-0.329,0.576,-2.012
50:31.9,G:\WIT00021.TXT,43:53.9,-0.32,0.337,-0.918
50:31.9,G:\WIT00021.TXT,43:54.0,-0.371,0.464,-0.409
50:31.9,G:\WIT00021.TXT,43:54.1,-0.279,0.569,-0.892
50:31.9,G:\WIT00021.TXT,43:54.1,-0.276,0.754,-0.489
50:31.9,G:\WIT00021.TXT,43:54.2,0.28,0.736,-0.699
50:31.9,G:\WIT00021.TXT,43:54.3,0.031,1.584,-0.488
50:31.9,G:\WIT00021.TXT,43:54.3,-0.964,0.638,0.265
50:31.9,G:\WIT00021.TXT,43:54.4,-0.008,-2.646,-2.355
50:31.9,G:\WIT00021.TXT,43:54.4,-0.681,0.022,-0.049
50:31.9,G:\WIT00021.TXT,43:54.5,-0.149,2.188,-2.026
50:31.9,G:\WIT00021.TXT,43:54.6,2.741,-0.509,-4.422
50:31.9,G:\WIT00021.TXT,43:54.6,0.205,1.091,-0.02
50:31.9,G:\WIT00021.TXT,43:54.7,-0.155,0.892,2.59
50:31.9,G:\WIT00021.TXT,43:54.8,-0.346,0.145,-0.238
50:31.9,G:\WIT00021.TXT,43:54.8,-0.859,0.225,-1.002
50:31.9,G:\WIT00021.TXT,43:54.9,-0.218,1.181,-1.445
50:31.9,G:\WIT00021.TXT,43:55.0,-0.25,0.496,-0.822
50:31.9,G:\WIT00021.TXT,43:55.0,-0.251,0.603,-0.702
50:31.9,G:\WIT00021.TXT,43:55.1,-0.253,0.737,-0.913
50:31.9,G:\WIT00021.TXT,43:55.2,-0.191,0.597,-0.8
50:31.9,G:\WIT00021.TXT,43:55.2,-0.149,0.65,-0.554
50:31.9,G:\WIT00021.TXT,43:55.3,-0.223,0.641,-0.852
50:31.9,G:\WIT00021.TXT,43:55.4,-0.188,0.598,-0.663
50:31.9,G:\WIT00021.TXT,43:55.4,-0.21,0.413,-0.722
50:31.9,G:\WIT00021.TXT,43:55.5,-0.211,0.636,-0.631
50:31.9,G:\WIT00021.TXT,43:55.6,-0.104,0.624,-0.879
50:31.9,G:\WIT00021.TXT,43:55.6,-0.097,0.629,-0.887
50:31.9,G:\WIT00021.TXT,43:55.7,-0.104,0.529,-0.825
50:31.9,G:\WIT00021.TXT,43:55.7,-0.125,0.63,-0.764
50:31.9,G:\WIT00021.TXT,43:55.8,-0.099,0.569,-0.864
50:31.9,G:\WIT00021.TXT,43:55.9,0.043,0.173,-0.623
50:31.9,G:\WIT00021.TXT,43:55.9,0.113,-0.141,-0.153
50:31.9,G:\WIT00021.TXT,43:56.0,-0.166,0.035,-1.567
50:31.9,G:\WIT00021.TXT,43:56.1,-0.049,-1.75,-2.676
50:31.9,G:\WIT00021.TXT,43:56.1,-0.272,0.577,-0.687
50:31.9,G:\WIT00021.TXT,43:56.2,-0.074,0.577,-0.356
50:31.9,G:\WIT00021.TXT,43:56.3,-0.104,0.982,-1.225
50:31.9,G:\WIT00021.TXT,43:56.3,-0.222,0.771,-0.225
50:31.9,G:\WIT00021.TXT,43:56.4,-0.064,0.862,-0.477
50:31.9,G:\WIT00021.TXT,43:56.5,-0.171,0.966,-0.859
50:31.9,G:\WIT00021.TXT,43:56.5,-0.096,0.796,-0.521
50:31.9,G:\WIT00021.TXT,43:56.6,-0.139,0.753,-0.76
50:31.9,G:\WIT00021.TXT,43:56.7,-0.106,0.7,-1.058
50:31.9,G:\WIT00021.TXT,43:56.7,0.104,1.052,-1.045
50:31.9,G:\WIT00021.TXT,43:56.8,-0.029,2.088,-1.155
50:31.9,G:\WIT00021.TXT,43:56.9,-0.264,2.953,0.57
50:31.9,G:\WIT00021.TXT,43:56.9,-0.028,1.941,-0.591
50:31.9,G:\WIT00021.TXT,43:57.0,-0.135,0.851,-1.602
50:31.9,G:\WIT00021.TXT,43:57.0,-0.118,0.284,-1.294
50:31.9,G:\WIT00021.TXT,43:57.1,-0.204,0.124,-1.171
50:31.9,G:\WIT00021.TXT,43:57.2,-0.206,0.29,-0.919
50:31.9,G:\WIT00021.TXT,43:57.2,-0.172,0.476,-0.924
50:31.9,G:\WIT00021.TXT,43:57.3,-0.133,0.455,-0.938
50:31.9,G:\WIT00021.TXT,43:57.4,-0.133,0.498,-0.91
50:31.9,G:\WIT00021.TXT,43:57.4,-0.153,0.554,-0.863
50:31.9,G:\WIT00021.TXT,43:57.5,0.229,0.282,-0.326
50:31.9,G:\WIT00021.TXT,43:57.6,-0.48,0.621,-0.645
50:31.9,G:\WIT00021.TXT,43:57.6,-0.106,1.232,-1.551
50:31.9,G:\WIT00021.TXT,43:57.7,-0.613,0.069,-0.045
50:31.9,G:\WIT00021.TXT,43:57.8,0.002,-1.32,-0.15
50:31.9,G:\WIT00021.TXT,43:57.8,-0.021,-0.086,-0.292
50:31.9,G:\WIT00021.TXT,43:57.9,0.208,-0.044,-3.046
50:31.9,G:\WIT00021.TXT,43:58.0,0.064,-1.046,-0.635
50:31.9,G:\WIT00021.TXT,43:58.0,0.107,-1.556,-1.396
50:31.9,G:\WIT00021.TXT,43:58.1,0.149,-1.594,-1.449
50:31.9,G:\WIT00021.TXT,43:58.2,0.047,-1.397,-1.64
50:31.9,G:\WIT00021.TXT,43:58.2,0.066,-1.347,-1.679
50:31.9,G:\WIT00021.TXT,43:58.3,-0.074,-0.603,-1.413
50:31.9,G:\WIT00021.TXT,43:58.3,-0.206,0.231,-1.204
50:31.9,G:\WIT00021.TXT,43:58.4,-0.029,0.537,-0.908
50:31.9,G:\WIT00021.TXT,43:58.5,-0.382,-0.074,0.061
50:31.9,G:\WIT00021.TXT,43:58.5,0.792,-2.185,3.571
50:31.9,G:\WIT00021.TXT,43:58.6,0.37,0.081,0.045
50:31.9,G:\WIT00021.TXT,43:58.7,-0.159,0.294,-2.601
50:31.9,G:\WIT00021.TXT,43:58.7,-0.126,0.645,-2.108
50:31.9,G:\WIT00021.TXT,43:58.8,-0.183,0.391,-1.136
50:31.9,G:\WIT00021.TXT,43:58.9,0.247,0.517,-0.852
50:31.9,G:\WIT00021.TXT,43:58.9,0.019,0.746,-0.008
50:31.9,G:\WIT00021.TXT,43:59.0,0.188,2.625,0.828
50:31.9,G:\WIT00021.TXT,43:59.1,0.015,1.045,2.694
50:31.9,G:\WIT00021.TXT,43:59.1,0.106,2.098,1.465
50:31.9,G:\WIT00021.TXT,43:59.2,0.089,1.86,1.513
50:31.9,G:\WIT00021.TXT,43:59.3,0.16,1.659,1.668
